Commit Hash,Human tagged data,DEffort score,我的分数,标准化后的分数,,,总时间/s,调用图时间/s,DDG/s,CDG/s,,Changed LoC,ELOC,ERROR for 1
706cacf2cd684b3fc699a1b02d0edfdc08f360a6,5,95.24807443,1.391076055,148.1576394,,,187.802,1.208,146.063,33.754,,128,0.51,1
b0effc430471b54787fbb0e3f752de517137e41b,3,284.2538219,1834.634675,100.957171,,,84.304,1.208,64.105,14.888,,62,2.102,1
788aa4b81654dd00b89237f910a1abee3cf01a6a,5,160.0432518,2222.503849,243.4725501,,,137.658,1.228,105.409,25.582,,174,1.2,1
8e81ed2757c7de990967f0eefa60c615783a4fae,0.5,0.343,10.95937364,10.6053821,,,30.939,1.212,23.016,4.809,,1,0.041,0
a5bafd2de013d7c81ca05a02c9eb97d612718880,8,254.6391734,4086.616869,105.1476336,,,197.311,1.203,148.25,37.617,,59,17,1
32620d1005fead628fe728c7e8e6a69930a1b6ac,6,89.07052979,0,22.12096912,,,25.306,1.207,18.351,3.987,,24,16.15,0
041b4a7f2b6d7beecdce7ac7b1b304d017a3f8d1,28,1243.284715,6788.023638,136.8799473,,,89.252,1.201,66.416,17.198,,134,394.3886951,1
9b131eb6b1c32184605d69a6573a5b721d216dc0,2,1.71513288,268.9131633,12.14963512,,,29.768,1.198,21.972,4.592,,2,0.5,0
60d89400a2964ca1182ee76041224c653042ffdb,19,351.1489583,2426.160942,36.79710993,,,45.999,1.208,34.456,8.067,,56,79.59358466,1
182d0ba61a4cf5e03c61e1d7c4f07bde34bf68de,35,3559.857482,523.8812252,326.7887085,,,93.546,1.186,65.415,21.691,,359,0.133,1
89e0d3ed0f2ccecd92c5b857a1429615a7cea7a4,33,846.2707224,12308.69917,81.12591365,,,80.438,1.216,60.489,14.847,,121,151.4370147,1
b4e29c715344ed09af4725cfbf4e36879258f022,17,554.6658106,364.7700045,22.06457475,,,39.144,1.21,28.245,7.205,,43,16.79411765,0
837cec81eb41b2e28c55a9d14f9ca228fc39dc44,12,271.5046782,0,19.15978165,,,60.476,1.215,45.666,11.179,,46,0,1
6863b0b87d6ba8d354bfe6c8e1c1ccb5f7af4952,0,8.030022831,0,0,,,37.606,1.241,27.123,7.256,,7,0,1
f4fb23ededf8680ab886cbccf1bbea8df1f808cc,3,61.15435172,880.6616627,42.64336472,,,66.034,1.245,48.654,13.248,,29,4.57,0
2e79c62f76674ba4f5aaa517172f4d8a2bd08d2f,11,446.8901971,10629.53142,49.35213551,,,45.56,1.249,34.146,7.958,,33,59.02,1
3d548ce9ece1845915cc109c9f0fb7272aea9d73,33,907.1180491,3978.143748,149.294438,,,74.389,1.206,55.08,14.357,,187,0,1
b9a6b17c34a54f302503f171d72685168ee7d153,80,1806.016083,82919.54036,268.3711091,,,220.974,1.208,167.36,44.43,,662,26,1
a70a5c7301e4c71daa044ca5ef602c133441b1d0,40,2643.683684,71791.42533,474.9129832,,,295.776,1.22,223.483,59.215,,375,45.95,1
c978f97f8c9923780a523c2fd367966e25846122,4,73.20033533,0,9.587691091,,,17.379,1.216,11.438,3.232,,25,0,1
cfa466260b20e71085a211759bd2ac0799b06623,16,2067.199241,821.519007,158.0009957,,,233.712,1.236,173.274,43.319,,142,0,1
1f32f6d9a8fd1e2c1b477b0225ca01bcc2656cc5,8,54.57717062,0,41.19890648,,,35.474,1.213,25.119,6.834,,18,0,1
