Commit Hash,Human tagged data,DEffort score,我的分数,标准化后的分数,,,总时间/s,调用图时间/s,DDG/s,CDG/s,,Changed LoC,ELOC,ERROR for 1
6fa83e476a4e8ecc80fac3b361cf8fc3643292a0,2,41.25378599,0,10.33959985,,,184.061,1.248,143.452,32.906,,41,0,1
96e835f0985ef06bd70a24c77be331c61acd1baa,1,5.189577236,0,0,,,37.828,1.206,27.422,7.108,,16,0,1
bfc2e48f4a008462ff74e0e73bc7e1cabc04e30d,5,137.744151,0,31.56406571,,,39.991,1.205,29.741,7.171,,60,22.1,1
df622abf7ceb0984026fabfbcb04d2e6b05f370b,1,3.839,0,0,,,20.746,1.212,14.538,3.578,,1,0,1
826a97fced733fe8ea60de4ed0837a6f50ed406e,2,2.322,0,0,,,34.887,1.194,25.021,6.831,,57,0,1
015ed75b5c4a5b04d1adc36ad836cbf8df57cd35,1,5.158067356,230.9164116,52.07626394,,,28.058,1.196,19.49,4.316,,5,0.21,0
f78f7cfb3b7cb336e8bc8ad7fe421b24805720e9,1,5.158067356,230.0832124,52.00938314,,,27.896,1.198,19.416,4.232,,5,1.2,0
9a83236e2f9a9814c22dc1b5166368fea8e6227d,9,2063.826236,1607814.606,643.2701543,,,84.575,1.194,62.015,14.729,,469,1,1
2157fa9f12d0725906b0a3b065dc9bd37b85685e,2,2.514,0,114.8640725,,,87.656,1.21,67.0,15.546,,64,1.62,1
1a299822f02642b5cdc6606430266987d0bb4b24,2,85.00546449,32.32583444,145.6495442,,,158.796,1.195,118.507,33.558,,189,31.08,1
1a410a8bef1ec721e16f9f16a447235f09951f05,5,311.2205708,1948.135395,136.4545838,,,96.935,1.602,74.851,16.091,,64,12.5,1
a81072df067e4ab811ab01bda34e4b2722a66988,4,121.7204621,773.6114344,59.16977105,,,93.29,1.307,70.456,17.985,,28,54.76,1
5ea05c3edef1401f3481685b11f38010f6fe76ed,3,138.7561694,47.30296891,64.36192146,,,96.923,1.292,71.924,19.886,,29,25.2,1
fdfc81cde4f0dc1811489715a34b3632d9dfacd5,5,128.4724653,909.0890649,114.5392211,,,87.184,1.236,65.279,17.941,,227,0,1
dc5a782524fa9cc0923ba9173050b20c8c9c8311,5,595.9329122,1288.183048,100.7754322,,,64.525,1.29,49.102,11.434,,79,0,1
fd4ef5e6a3dbe570383e1dd6763884dba900ad7c,4,1390.51687,2011.549179,70.59038711,,,19.951,1.238,13.727,3.514,,81,0,1
15ce8eb6695da170fbf3b807515477dde168a7fc,3,185.9459701,1559.284496,58.84331139,,,23.958,1.267,16.488,4.069,,28,0,1
363f568b6de8c093d6669b45d29c804783c9f39e,2,556.3930726,297.6446774,13.56522924,,,18.985,1.215,12.832,3.478,,17,0,1
2712230640393acdd00f70640c44ae739d4103ec,6,165.7532792,273.591182,105.7443394,,,40.154,1.214,29.721,7.434,,180,3.2,1
ed6993aa14a4010904ea794ba7623a6f4486fe21,2,0.02,0,0,,,16.99,1.223,10.927,3.141,,263852,0.09,0
