Commit Hash,Human tagged data,DEffort score,我的分数,标准化后的分数,,,总时间/s,调用图时间/s,DDG/s,CDG/s,,Changed LoC,ELOC,ERROR for 1
c8f26dc907515b40dd2ddb471ee1d6cc097d0e8b,3,19.86126157,585.0674912,17.16514532,,,25.787,1.219,18.903,4.119,,10,4,0
ac14b4c197382810601574f1defd995842d7bfd7,10,393.4224376,3592.343588,35.49843615,,,41.694,1.205,31.1,7.481,,48,15.735,1
62a97023852f879eb5819c3ef0fb7e7fdda51bc7,9,90.42224052,578.8491408,28.17480809,,,51.202,1.262,38.573,8.88,,13,41.1,0
59a8aedb37ae35d4d2a4306c92efd463fffaaf69,8,459.9886145,2209.204059,15.67546564,,,28.779,1.231,21.152,4.672,,13,0,1
20720d6a400eaea63c44f088479daea426e2de99,1,0.544,0,11.27159226,,,28.28,1.324,20.657,4.52,,4,0.16,0
6ac9f7d8400851fa3d0a136817e880126de9840b,2,7.746270152,491.8130593,12.12835854,,,27.48,1.226,19.964,4.606,,1,0,0
94f894cf44bb908c1dc9b5d7f0a10185a80dc7f8,12,52.67258917,1483.694194,27.68666037,,,17.551,1.235,11.695,3.238,,165,0,1
68f99f2440e93b1f80b241ea575929ffa79b9513,16,165.8403403,4983.650367,24.02406008,,,28.453,1.232,21.092,4.496,,19,0,1
425cb25549ae83082b5e1ba4dfbc3bb635a15faf,3,20.3899278,0,44.65088599,,,41.735,1.242,30.416,7.26,,91,4,1
2d1981d39bfcadfeac553582494abaec2fc5d737,8,359.4625708,29752.96664,39.6115855,,,21.619,1.526,14.075,3.656,,107,0,1
55115a5ca259787ce8d4deb7952d198f50591f92,13,206.4391555,23076.37351,34.28847686,,,20.759,1.241,14.189,3.486,,64,0,1
b1edb7048687c2822b4fa006ddeb5e2cc2a038f9,0,45.79284069,0,0,,,19.386,1.284,13.111,3.534,,24,0,1
b39494dbe68f91045850778cac4b661b38beb615,13,70.16391825,2813.195281,25.94722388,,,36.496,1.22,26.434,6.927,,29,0.2,1
a4a235e14a63b9a4f902805641f1160c6bf5aa93,7,44.94691079,731.5076821,40.32020791,,,22.361,1.221,15.201,3.668,,14,0,1
4fb215c9df408ef48bad1288ef23c68b7910a7a3,40,488.9776898,12241.81562,312.2406891,,,44.508,1.223,33.192,8.077,,222,0,1
380c4ec12c7a8b2b85cc3a8ac78b3f123162c70c,50,1938.875577,10942.18215,437.9663227,,,202.639,1.284,155.732,39.617,,227,1,1
361292f1c192cdf06195cfd5346763ba38e3ce0d,18,63.95026204,296.9176788,64.62741984,,,123.254,1.296,92.988,23.156,,18,8,1
541252a9fb9837eb8867c094adcd37af2a655731,38,2728.225473,70126.07086,506.0052465,,,63.359,1.243,46.396,11.967,,241,8.146615942,1
9171715a880bf65bb698c6c76480d0a3fe65ae20,17,612.861008,8720.401444,84.60584678,,,20.281,1.355,13.579,3.497,,80,78.893,0
55acc23d8656a9fe5b19b92029a2dc7277e3765c,4,17.90631076,509.6733314,11.89867052,,,22.187,1.236,15.153,3.7,,3,8.1,0
fa947212e010e5757864fbebe9cdafde8faadabb,3,32.33143554,53.79470571,10.85030274,,,21.043,1.249,14.157,3.675,,9,0,1
4d735f190336ddf241eee48fa8495eabf637a330,12,363.5722388,11422.19535,168.7529716,,,57.823,1.231,42.74,10.692,,131,123.2,1
530cb7447089ccc12dc2009c17f468ddf2cd61ca,0,14.544,0,0,,,139.318,1.247,105.432,28.102,,139,0.2,1
47b28d99a17d492b37fcdd0fc41290419a010a0f,0,0.8,0,0,,,22.303,1.233,15.201,3.817,,12,0,1
9bf25c2eb6b6211550f7ba354641dba4bb887b35,9,772.2385976,6491.669231,19.28430281,,,26.775,1.238,19.59,4.212,,15,0,1
21fc362a7ec9d312c34ad82df6188c6480280021,6,32.7020551,3311.405211,15.81816092,,,21.996,1.235,15.462,3.731,,3,7.25,0
