Commit Hash,Human tagged data,DEffort score,我的分数,标准化后的分数,,,总时间/s,调用图时间/s,DDG/s,CDG/s,,Changed LoC,ELOC,ERROR for 1
2d1c446455d547d63616ed5537e3d367b7155537,1,69.27298763,1799.041943,99.41810078,,,28.521,5.14,17.425,4.173,,75,0,1
d5ecbd3f0af26a7f599ff7a29a9eeedfb5d8b803,4,45.20126062,2324.023694,16.52541404,,,21.867,5.088,11.944,3.451,,61,0,1
632639961b06dc9551cca1f77e622a561ed5ada9,2,7.460685127,2016.738095,12.43485052,,,28.137,4.964,17.404,4.173,,4,2.01,0
61085207bf5f5872c6cbe60e31ebd3ed7db47957,4,997.7586783,30660.98395,85.93360512,,,44.125,4.846,29.054,7.577,,110,71.42342105,1
c83ac01891ce509f1ebc67d236c4f2a16877ebe0,5,63.89182734,3635.776943,41.88382226,,,28.152,4.949,17.509,4.075,,13,71.7,0
aa2d2ef33e61e28aaa36df946c5cb6d3d75ec827,1,9.196871284,536.6809273,10.68459138,,,28.442,5.084,17.709,4.095,,8,2.6,0
633347c8ece8f843268d55362fda0c70b1a319ac,2,20.52394325,905.0915875,37.12378132,,,29.043,4.919,17.857,4.662,,9,6.1,0
3fa782abe615af751c5dbbd70a69a13361484ad4,2,12.43320595,2549.173123,18.81295695,,,23.484,4.824,13.336,3.597,,6,3.3,0
19d13d1a7927cdcd3fdf8b3615eb78541e40261e,2,25.3248111,2959.931057,15.15213268,,,28.755,4.841,18.104,4.135,,5,9.63,0
b8eecb8584b0dff79cf04068640d36136f4cfd0f,3,226.3191033,13229.97355,87.18303549,,,30.362,5.032,19.431,4.099,,37,0,1
7f012b5d13f07de2e5a51b266498e74c00bab6a3,1,0.503,0,0,,,24.907,4.791,14.86,3.786,,6,0,1
0c503291008ebdebcbc28b176cc6c62ef237e2d9,1,26.52912518,628.841419,26.27533453,,,28.955,4.825,18.074,4.469,,8,3.6,0
88f107ca328afcd14a8a849dbc44adcbdab2f607,1,0.1,0,0,,,23.477,5.28,13.176,3.47,,3,0,1
